INFO,Title,Nasopharyngeal Carcinoma (NPC) Data Dictionary,,,,,,,,,
INFO,Name,npc_v1.0,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Consortium Info,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,TUMOR_SUBMITTER_ID,String,Mandatory,The anatomic site of the tumor.,,_undefined_,_undefined_,_undefined_,,,
VD,PRIMARY_TUMOR_SUBMITTER_ID,String,Mandatory,The reference ID of the primary tumor - this ties non-primary tumors back to their appropriate primary tumor.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if disease site is not the primary site.,,
VD,CLASSIFICATION,Enum,Mandatory,The classification of a tumor based primarily on histopathological characteristics.,ncit:C174459,_undefined_,_undefined_,_undefined_,"ConditionalStatement: If 'CLASSIFICATION_STATUS' = 'Present' | ConditionalStatement: If ""SITE"" = ""Nasopharynx""",,
PD,,,,,,Primary,A tumor at the original site of origin.,ncit:C8509,,,
PD,,,,,,Regional,A disease or condition that extends beyond the site and spreads into adjacent tissues and regional lymph nodes.,ncit:C41844,,,
PD,,,,,,Metastatic,A term referring to the clinical or pathologic observation of a tumor extension from its original site of growth to another anatomic site.,ncit:C14174,,,
PD,,,,,,Local Extension,The spread or growth of a tumor (abnormal mass of tissue) from its initial site of origin into nearby tissues or structures within the same region of the body. Local extension is a characteristic feature of many cancers and is an important consideration in cancer staging and diagnosis.,,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,SITE,Enum,Mandatory,The anatomical site on which the disease is assessed.,ncit:C166232,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Bone,The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.,ncit:C12366,,,
PD,,,,,,Bone Marrow,"The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.",ncit:C12431,,,
PD,,,,,,Brain,An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.,ncit:C12439,,,
PD,,,,,,Head and Neck,"For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.",ncit:C12418,,,
PD,,,,,,Liver,"A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.",ncit:C12392,,,
PD,,,,,,Lung,"One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border.",ncit:C12468,,,
PD,,,,,,Lymph Node,A bean-shaped organ surrounded by a connective tissue capsule. It is part of the lymphatic system and is found throughout the body. It is composed predominantly of lymphocytes and its main function is immune protection.,ncit:C12745,,,
PD,,,,,,Nasopharynx,"The part of the pharynx in the back of the throat, at and above the soft palate. The nasopharynx is continuous with the nasal passages.",ncit:C12423,,,
PD,,,,,,Soft Tissue,"A general term comprising tissue that is not hardened or calcified; including muscle, fat, blood vessels, nerves, tendons, ligaments and fascia.",ncit:C12471,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,LATERALITY,Enum,Priority,A qualifier for the side of the body the tumor findings assessment is performed.,ncit:C119931,_undefined_,_undefined_,_undefined_,ConditionalStatement: Priority for applicable sites.,,
PD,,,,,,Left,A finding indicating the tumor location is on the left side of the specimen.,ncit:C160200,,,
PD,,,,,,Right,A finding indicating the tumor location is on the right side of the specimen.,ncit:C160199,,,
PD,,,,,,Bilateral,A finding indicating the tumor location is on the both sides of the specimen.,ncit:C160201,,,
PD,,,,,,Midline,A finding indicating the tumor location is on the midline of the specimen.,ncit:C162614,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,DETECTION_METHOD,Enum,Optional,The method used to detect the extent of the disease involvement.,ncit:C173262,_undefined_,_undefined_,_undefined_,,,MW: Imaging done for tumor assessment vs imaging done to gauge response to treatment.
PD,,,,,,Technetium Bone Scan,Bone scintigraphy (a.k.a. bone scans) is a nuclear medicine (scintigraphic) study that makes use of technetium-99m (commonly Tc-99m-methylene diphosphonate (MDP)) as the active agent.,,,,
PD,,,,,,X-Ray,A radiographic procedure using the emission of x-rays to form an image of the structure penetrated by the radiation.,ncit:C38101,,,
PD,,,,,,Endoscopy,,,,,
PD,,,,,,CT Scan,A method of examining structures within the body by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis.,ncit:C17204,,,
PD,,,,,,PET Scan,"A technique for measuring the gamma radiation produced by collisions of electrons and positrons (anti-electrons) within living tissue. In positron emission tomography (PET), a subject is given a dose of a positron-emitting radionuclide attached to a metabolically active substance (for example, 2-fluoro-2-deoxy-D-glucose (FDG), which is similar to a naturally occurring sugar, glucose, with the addition of a radioactive fluorine atom). When living tissue containing the positron emitter is bombarded by electrons, gamma radiation produced by collisions of electrons and positrons is detected by a scanner, revealing in fine detail the tissue location of the metabolically-active substance administered.",ncit:C17007,,,
PD,,,,,,PET-CT,An imaging technique that utilizes positron emission tomography and computed tomography in a single machine.,ncit:C103512,,,"MW: Instanbul - are ""PET-CT"" and ""MRI"" just yes/no variables in your data?"
PD,,,,,,MRI,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues. The technique is valuable for the diagnosis of many pathologic conditions, including cancer, heart and vascular disease, stroke, and joint and musculoskeletal disorders.",ncit:C16809,,,
PD,,,,,,"Imaging, NOS","Any technology or method that aids in the visualization of any biological process, cell, tissue or organ for use in screening, diagnosis, surgical procedures or therapy.",ncit:C17369,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,TISSUE_TYPE,Enum,Optional,"A piece of tissue removed from an organism for examination, analysis, or propagation.",ncit:C119940,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Bone,The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.,ncit:C12366,,,
PD,,,,,,Soft Tissue,"A general term comprising tissue that is not hardened or calcified; including muscle, fat, blood vessels, nerves, tendons, ligaments and fascia.",ncit:C12471,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,MULTIPLICITY,Enum,Optional,This variable indicates if the recorded observation is detailing a single tumor or multiple tumors at a given site.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Single,,,,,
PD,,,,,,Multiple,,,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,DIAMETER1,Decimal,Optional,The longest diameter of the tumor.,ncit:C96684,_undefined_,_undefined_,_undefined_,,,
VD,DIAMETER1_UNIT,Enum,Optional,The unit of measure symbol associated with a biospecimen or tissue fragment dimension.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,cm,"A basic unit of length in the former CGS version of metric system, equal to one hundredth of a meter or approximately 0.393 700 787 inch.",ncit:C49668,,,
VD,DIAMETER2,Decimal,Optional,The second longest diameter of the tumor.,ncit:C96684,_undefined_,_undefined_,_undefined_,,,
VD,DIAMETER2_UNIT,Enum,Optional,The unit of measure symbol associated with a biospecimen or tissue fragment dimension.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,cm,"A basic unit of length in the former CGS version of metric system, equal to one hundredth of a meter or approximately 0.393 700 787 inch.",ncit:C49668,,,
VD,DIAMETER3,Decimal,Optional,The third longest diameter of the tumor.,ncit:C96684,_undefined_,_undefined_,_undefined_,,,
VD,DIAMETER3_UNIT,Enum,Optional,The unit of measure symbol associated with a biospecimen or tissue fragment dimension.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,cm,"A basic unit of length in the former CGS version of metric system, equal to one hundredth of a meter or approximately 0.393 700 787 inch.",ncit:C49668,,,
VD,GTV,Decimal,Optional,Gross Tumor Volume (GTV),,_undefined_,_undefined_,_undefined_,,,"MW: Lyon - Is ""Poids (kg)"" of the tumor itself? KO: [Achibadem].[GTV Lymph nodes] || [Achibadem].[GTV primary tumor] need to be included separately?"
,,,,,,,,,,,
,,,,,,,,,,,
DD,Disease Attributes,,,,,,,,,,
TD,Staging,,Priority,,,,,,,,
TG,One row per subject per staging assessment,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_STAGING,Integer,Mandatory,The age (in days) of the subject at the time of this staging assessment.,ncit:C177359,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,STAGE_SYSTEM,Enum,Mandatory,A systematic method for clinicopathologic evaluation of tumors.,ncit:C18004,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,AJCC,,,,,
VD,STAGE,Enum,Mandatory,"The extent of a cancer in the body. Staging is usually based on the size of the tumor, whether lymph nodes contain cancer, and whether the cancer has spread from the original site to other parts of the body.",ncit:C16899,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Stage 1,Invasive cancer confined to the original anatomic site of growth without lymph node involvement.,ncit:C27966,,,
PD,,,,,,Stage 2,"Invasive cancer more extensive than stage I, usually involving local lymph nodes without spread to distant anatomic sites.",ncit:C28054,,,
PD,,,,,,Stage 2A,"Stage IIA includes: (Any pT/TX, N1, M0, S0); (Any pT/TX, N1, M0, S1). TX: Testicular cancer in which the primary tumor cannot be assessed. N1: Testicular cancer with metastasis with a lymph node mass 2 cm or smaller in greatest dimension and less than or equal to five nodes positive, none larger than 2 cm in greatest dimension. M0: Testicular cancer without evidence of distant metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N and hCG (mlU/mL) less than 5,000 and AFP (ng/mL) less than 1,000. N indicates the upper limit of normal for the LDH assay. (AJCC 8th ed.)",ncit:C6364,,,
PD,,,,,,Stage 2B,"Stage IIB includes: (Any pT/TX, N2, M0, S0); (Any pT/TX, N2, M0, S1). pTX: Primary tumor cannot be assessed. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. M0: No distant metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. (AJCC 6th and 7th eds.)",ncit:C6365,,,
PD,,,,,,Stage 3,Locally advanced cancer that has spread to nearby organs but not to distant anatomic sites.,ncit:C27970,,,
PD,,,,,,Stage 4,Cancer that has spread to distant anatomic sites beyond its original site of growth.,ncit:C27971,,,
PD,,,,,,Stage 4A,,,,,
PD,,,,,,Stage 4B,,,,,
PD,,,,,,Stage 4C,,,,,
VD,TNM_TUMOR_T,Enum,Optional,,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,T0,Main tumor cannot be found.,,,,
PD,,,,,,T1,Tumor confined to the nasopharynx,,,,Restricted to nasopharynx; extension into nastal cavity; extension into oropharynx without parapharyngeal extension.
PD,,,,,,T2,Tumor extends to soft tissue of oropharynx and/or nasal fossa,,,,
PD,,,,,,T2a,Without paraphyaryngeal extension,,,,
PD,,,,,,T2b,With parapharyngeal extension,,,,
PD,,,,,,T3,Tumor invades bony structures or paranasal sinuses,,,,
