INFO,Title,Central Nervous System Tumors (CNS) Data Dictionary,,,,,,,,,
INFO,Name,cns_v1.2,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Data Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,"IRS-III:Group 1 (vincristine (V), dactinomycin (A), cyclophosphamide (C) or standard VA)",,,,New PD,
PD,,,,,,IRS-III:Group 2 (intensive VA or repetitive-pulse VAC),,,,New PD,
PD,,,,,,"IRS-III:Group 3 (repetitive-pulse VAC or repetitivepulse VAdrC-VAC (Adr, Adriamycin [doxorubicin]))",,,,New PD,
PD,,,,,,"PBTC005:Stratum 1a: patients previously not treated with RT or only focal RT (Temozolomide, O-benzylguanine)",,,,New PD,
PD,,,,,,"PBTC005:Stratum 1b: patients previously not treated with RT or only focal RT (Temozolomide, O-benzylguanine, G-CSF)",,,,New PD,
PD,,,,,,"PBTC005:Stratum 2a: patients with prior craniospinal irradiation or myeloblative therapy. (Temozolomide, O-benzylguanine)",,,,New PD,
PD,,,,,,"PBTC005:Stratum 2b: patients with prior craniospinal irradiation or myeloblative therapy. (Temozolomide, O-benzylguanine, G-CSF)",,,,New PD,
PD,,,,,,PBTC006:Stratum 1: newly diagnosed localized brainstem tumors (imatinib),,,,New PD,
PD,,,,,,PBTC006:Stratum 2A: recurrent intracranial malignant gliomas - not using EIACD (imatinib),,,,New PD,
PD,,,,,,PBTC006:Stratum 2B: recurrent intracranial malignant gliomas - using EIACD (imatinib),,,,New PD,
PD,,,,,,PBTC007:Stratum 1: Newly diagnosed intrinsic brain stem glioma or incompletely resected supratentorial malignant gliomas not receiving enzyme-inducing anti-convulsant drugs (ZD1839 (Iressa™)),,,,New PD,
PD,,,,,,PBTC007:Stratum 2: Incompletely resected supratentorial malignant gliomas receiving enzyme-inducing anticonvulsant drugs (ZD1839 (Iressa™)),,,,New PD,
PD,,,,,,PBTC016:Stratum 1: those who are not receiving steroids (Lapatinib),,,,New PD,
PD,,,,,,PBTC016:Stratum 2: those who are receiving steroids (Lapatinib),,,,New PD,
PD,,,,,,"PBTC022:Stratum A: Recurrent, progressive or refractory high-grade gliomas (Bevacizumab, Irinotecan)",,,,New PD,
PD,,,,,,"PBTC022:Stratum B: Recurrent, progressive or refractory Intrinsic brain stem tumors (Bevacizumab, Irinotecan)",,,,New PD,
PD,,,,,,"PBTC022:Stratum C: Recurrent or progressive Medulloblastomas (Bevacizumab, Irinotecan)",,,,New PD,
PD,,,,,,"PBTC022:Stratum D: Recurrent or progressive Ependymomas (Bevacizumab, Irinotecan)",,,,New PD,
PD,,,,,,"PBTC022:Stratum E: Recurrent low grade gliomas (Bevacizumab, Irinotecan)",,,,New PD,
PD,,,,,,"PBTC055:Stratum 1: BRAF V600E LGG or HGG (Dabrafenib, Trametinib, Hydroxychloroquine)",,,,New PD,
PD,,,,,,"PBTC055:Stratum 2: BRAF fusion/duplication or NF1- associated LGG (Trametinib, Hydroxychloroquine)",,,,New PD,
PD,,,,,,"PBTC055:Stratum 3: LGGs with V600E (Dabrafenib, Trametinib, Hydroxychloroquine)",,,,New PD,
PD,,,,,,"PBTC055:Stratum 4: HGGs with V600E (Dabrafenib, Trametinib, Hydroxychloroquine)",,,,New PD,
PD,,,,,,"PBTC055:Stratum 5 LGG with BRAF duplication or fusion with any partner (Trametinib, Hydroxychloroquine)",,,,New PD,
PD,,,,,,"PBTC055:Stratum 6 LGG with neurofibromatosis type 1 (Trametinib, Hydroxychloroquine)",,,,New PD,
PD,,,,,,"Head Start II:induction (vincristine, cisplatin, cyclophosphamide, etoposide)",,,,New PD,
PD,,,,,,"Head Start II:Submyeloablative/consolidation chemotherapy (Carboplatin, thiotepa, etoposide)",,,,New PD,
PD,,,,,,"Head Start III:induction (vincristine, cisplatin, cyclophosphamide, etoposide, and high dose methotrexate)",,,,New PD,
PD,,,,,,"Head Start III:myeloablative chemotherapy (thiotepa, carboplatin and etoposide)",,,,New PD,
PD,,,,,,"POG9233:Regimen A: Cycle A (cyclophosphamide, vincristine)",,,,New PD,
PD,,,,,,"POG9233:Regimen A: Cycle A' (vincristine, cyclophosphamide)",,,,New PD,
PD,,,,,,"POG9233:Regimen A: Cycle B (cisplatin, etoposide)",,,,New PD,
PD,,,,,,"POG9233:Regimen B: Cycle X (cyclophosphamide, vincristine,)",,,,New PD,
PD,,,,,,"POG9233:Regimen B: Cycle Y (cisplatin, etoposide)",,,,New PD,
PD,,,,,,"SIOP-CNS-GCT-96:Stratum I: Option 1 (see notes) (carboplatin, cisplatin, etoposide phosphate, ifosfamide)",,,,New PD,
PD,,,,,,"SIOP-CNS-GCT-96:Stratum I: Option 2 (see notes) (carboplatin, cisplatin, etoposide phosphate, ifosfamide)",,,,New PD,
PD,,,,,,"SIOP-CNS-GCT-96:Stratum II: (secreting tumors and embryonal carcinoma) (cisplatin, etoposide phosphate, ifosfamide)",,,,New PD,
PD,,,,,,"CCG-921:Regimen A (VCR, lomustine, prednisone)",,,,New PD,
PD,,,,,,"CCG-921:Regimen B (VCR, methylprednisone, lomustine, hydroxyurea, procarbazine, cisplatin, cyclophosphamide, cytarabine)",,,,New PD,
PD,,,,,,"rHSC-DIPGVax:""Lead In"": rHSC-DIPGVax Monotherapy",,,,New PD,
PD,,,,,,rHSC-DIPGVax:Part A: rHSC-DIPGVax in Combination with BALSTILIMAB (Anti-PD1) (Balstilimab),,,,New PD,
PD,,,,,,"rHSC-DIPGVax:Part B: Dose Escalation of ZALIFRELIMAB (Anti-CTLA4) (Balstilimab, Zalifrelimab)",,,,New PD,
PD,,,,,,"rHSC-DIPGVax:Part C: Dose Expansion (Balstilimab, Zalifrelimab)",,,,New PD,
PD,,,,,,Stupp Protocol:Radiotherapy with concomitant,,,,New PD,
PD,,,,,,Stupp Protocol:adjuvant chemotherapy with temozolomide (temozolomide),,,,New PD,
PD,,,,,,"AOST0331:Maintenance therapy group 1 arm I (Cisplatin, Doxorubicin Hydrochloride, Methotrexate)",,,,New PD,
PD,,,,,,"AOST0331:Maintenance therapy group 1 arm II (Cisplatin, Doxorubicin Hydrochloride, Methotrexate)",,,,New PD,
PD,,,,,,"AOST0331:Maintenance therapy group 2 arm I (Cisplatin, Doxorubicin Hydrochloride, Methotrexate)",,,,New PD,
PD,,,,,,"AOST0331:Maintenance therapy group 2 arm II (Cisplatin, Doxorubicin Hydrochloride, Etoposide, Ifosfamide, Methotrexate)",,,,New PD,
PD,,,,,,PBTC-029:Treatment (selumetinib) (Selumetinib),,,,New PD,
PD,,,,,,"PBTC048:Recurrent, Progressive or Refractory (Optune System) ()",,,,New PD,
PD,,,,,,PBTC048:Newly Diagnosed (Concurrent Optune/focal radiation therapy followed by Optune-only therapy) (),,,,New PD,
PD,,,,,,"GCC1949:Core Regimen, sub-cohort A (indoximod with oral temozolomide) (Indoximod, Temozolomide)",,,,New PD,
PD,,,,,,"GCC1949:Core Regimen, sub-cohort B (low-dose radiation or not all disease sites included, indoximod with oral temozolomide) (Indoximod, Temozolomide)",,,,New PD,
PD,,,,,,"GCC1949:Core Regimen, sub-cohort C (palliative full-dose radiation, (indoximod with oral temozolomide)) (Indoximod, Temozolomide)",,,,New PD,
PD,,,,,,"GCC1949:Salvage Regimen 1 (Cross-over to indoximod with oral metronomic cyclophosphamide and etoposide) (Indoximod, Cyclophosphamide, Etoposide)",,,,New PD,
PD,,,,,,"GCC1949:Salvage Regimen 2 (Cross-over to indoximod with oral lomustine and temozolomide) (Indoximod, Temozolomide, Lomustine)",,,,New PD,
PD,,,,,,PNOC023:Arm A: ONC206 for participants with diffuse midline gliomas + prior therapy (ONC206),,,,New PD,
PD,,,,,,PNOC023:Arm B: ONC206 + radiation therapy for newly diagnosed participants (ONC206),,,,New PD,
PD,,,,,,"PNOC023:Arm C: ONC206 + radiation therapy, DMGs with evidence of first progression but previously untreated (ONC206)",,,,New PD,
PD,,,,,,"PNOC023:Arm D: ONC206 Therapy, Primary malignant CNS tumors with progression (ONC206)",,,,New PD,
PD,,,,,,"ACNS2021:Plan A (WVSCI - whole ventricular and spinal canal radiation) (Carboplatin, Etoposide, Ifosfamide, Mesna)",,,,New PD,
PD,,,,,,"ACNS2021:Plan B (HDCSCR- high dose chemotherapy with stem cell rescue) (Carboplatin, Etoposide, Ifosfamide, Mesna, Thiotepa)",,,,New PD,
PD,,,,,,"ARET0321:Treatment (chemotherapy, radiotherapy, autologous SCI) (Carboplatin, Cisplatin, Cyclophosphamide, Etoposide, Thiotepa, Vincristine Sulfate)",,,,New PD,
PD,,,,,,SIOP CNS GCT II:Germinoma metastatic (none),,,,New PD,
PD,,,,,,"SIOP CNS GCT II:Germinoma non-metastatic (Carboplatin, Etoposide, Ifosfamide)",,,,New PD,
PD,,,,,,"SIOP CNS GCT II:Non-germinoma non-metastatic standard risk (Cisplatin, etoposide, Ifosfamide (standard))",,,,New PD,
PD,,,,,,"SIOP CNS GCT II:Non-Germinoma metastatic standard risk (Cisplatin, etoposide, Ifosfamide (standard))",,,,New PD,
PD,,,,,,"SIOP CNS GCT II:Non-germinoma non-metastatic high risk (Cisplatin, Etoposide, Ifosfamide (high dose))",,,,New PD,
PD,,,,,,"SIOP CNS GCT II:Non-Germinoma metastatic high risk (Cisplatin, Etoposide, Ifosfamide (high dose))",,,,New PD,
PD,,,,,,SIOP CNS GCT II:No Intervention: Teratoma (),,,,New PD,
PD,,,,,,"AREN1921:Arm I (Regimen UH-3) (Carboplatin, Cyclophosphamide, Doxorubicin, Etoposide, Irinotecan, Vincristine)",,,,New PD,
PD,,,,,,"AREN1921:Arm II (Regimen ICE/Cyclo/Topo) (Carboplatin, Cyclophosphamide, Etoposide, Ifosfamide, Topotecan)",,,,New PD,
PD,,,,,,"A3973:Arm I (unpurged PBSC collection) (carboplatin, cisplatin, cyclophosphamide, doxorubicin hydrochloride, etoposide, isotretinoin, melphalan, topotecan hydrochloride, vincristine sulfate)",,,,New PD,
PD,,,,,,"A3973:Arm II (unpurged PBSC collection) (carboplatin, cisplatin, cyclophosphamide, doxorubicin hydrochloride, etoposide, isotretinoin, melphalan, topotecan hydrochloride, vincristine sulfate)",,,,New PD,
PD,,,,,,PBTC043:Treatment (pomalidomide) (Pomalidomide),,,,New PD,
PD,,,,,,BRF116013: (Dabrafenib),,,,New PD,
PD,,,,,,PNOC027:Individualized Treatment Recommendation (),,,,New PD,
PD,,,,,,CNS1100:Experimental (Busulfan),,,,New PD,
PD,,,,,,"ARST0531:Arm I (chemotherapy, radiotherapy) (Cyclophosphamide, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"ARST0531:Arm II (chemotherapy, radiotherapy) (Cyclophosphamide, Irinotecan Hydrochloride, Vincristine Sulfate)",,,,New PD,
PD,,,,,,"SC-9006:Regimen B (Temozolomide, Etoposide, Everolimus)",,,,New PD,
PD,,,,,,"SC-9006:Regimen C (Temozolomide, Etoposide, Erlotinib)",,,,New PD,
PD,,,,,,"SC-9006:Regimen D (Temozolomide, Etoposide, Dasatinib)",,,,New PD,
PD,,,,,,"SC-9006:Regimen A (Temozolomide, Etoposide, Sorafenib)",,,,New PD,
PD,,,,,,PBTC-039:Treatment (peginterferon alfa-2b) (),,,,New PD,
PD,,,,,,"POG-9905:Arm I (dexamethasone, leucovorin calcium, mercaptopurine, methotrexate, vincristine sulfate)",,,,New PD,
PD,,,,,,"POG-9905:Arm II (dexamethasone, leucovorin calcium, mercaptopurine, methotrexate, vincristine sulfate)",,,,New PD,
PD,,,,,,"POG-9905:Arm III (cyclophosphamide, cytarabine, daunorubicin hydrochloride, dexamethasone, leucovorin calcium, mercaptopurine, methotrexate, pegaspargase, thioguanine, vincristine sulfate)",,,,New PD,
PD,,,,,,"POG-9905:Arm IV (cyclophosphamide, cytarabine, daunorubicin hydrochloride, dexamethasone, leucovorin calcium, mercaptopurine, methotrexate, pegaspargase, thioguanine, vincristine sulfate)",,,,New PD,
PD,,,,,,EZH-102:Open-label Tazemetostat (Tazemetostat),,,,New PD,
PD,,,,,,EZH-202:Open-label Tazemetostat (Tazemetostat),,,,New PD,
PD,,,,,,Re-MATCH:Group A (),,,,New PD,
PD,,,,,,Re-MATCH:Group B (),,,,New PD,
PD,,,,,,"ANHL01P1:Group B (chemotherapy, protective therapy, monoclonal antib.) (doxorubicin hydrochloride, cyclophosphamide, methotrexate, rasburicase, leucovorin calcium, prednisone, methylprednisolone, cytarabine, vincristine sulfate, hydrocortisone sodium succinate)",,,,New PD,
PD,,,,,,"ANHL01P1:Group C (Chemotherapy, monoclonal antibody therapy) (doxorubicin hydrochloride, cyclophosphamide, methotrexate, leucovorin calcium, prednisone, methylprednisolone, cytarabine, etoposide, vincristine sulfate, hydrocortisone sodium succinate)",,,,New PD,
PD,,,,,,CCLG-EPSSG-RMS-2005: (),,,,New PD,
PD,,,,,,STRIvE-02:SCRI-CARB7H3(s) (),,,,New PD,
PD,,,,,,STRIvE-02:SCRI-CARB7H3(s)x19 (),,,,New PD,
PD,,,,,,STRIvE-02:SCRI-CARB7H3(s)x19 plus pembrolizumab (),,,,New PD,
PD,,,,,,"ACNS0331:Arm I (3-7 years of age, LDCSI, IFRT) ","Patients 3-7 years of age randomized with the following course sequence: 1) Lowered dose craniospinal irradiation (LDCSI), 2) Involved-field radiation therapy (IFRT) boost.",,,,
PD,,,,,,"ACNS0331:Arm II (3-7 years of age, LDCSI, PFRT) ","Patients 3-7 years of age randomized with the following course sequence: 1) Lowered dose craniospinal irradiation (LDCSI), 2) Whole posterior fossa radiation therapy (PFRT) boost.",,,,
PD,,,,,,"ACNS0331:Arm III (3-7 years of age, SDCSI, IFRT) ",Patients 3-7 years of age randomized with the following course sequence: 1) Standard dose craniospinal irradiation (SDCSI) 2) Involved-field radiation therapy (IFRT) boost.,,,,
PD,,,,,,"ACNS0331:Arm IV (3-7 years of age, SDCSI, PFRT)",Patients 3-7 years of age randomized with the following course sequence: 1) Standard dose craniospinal irradiation (SDCSI) 2) Whole posterior fossa radiation therapy (PFRT) boost.,,,,
PD,,,,,,"ACNS0331:Arm V (8-21 years of age, SDCSI, IFRT)",Patients 8-21 years of age randomized with the following course sequence: 1) Standard dose craniospinal irradiation (SDCSI) 2) Involved-field radiation therapy (IFRT) boost.,,,,
PD,,,,,,"ACNS0331:Arm VI (8-21 years of age, SDCSI, PFRT",Patients 8-21 years of age randomized with the following course sequence: 1) Standard dose craniospinal irradiation (SDCSI) 2) Whole posterior fossa radiation therapy (PFRT) boost.,,,,
PD,,,,,,ACNS0332:Arm A ,"Patients randomized with the following course sequence: 1) Chemoradiotherapy: Patients undergo radiation therapy once daily (QD) five days a week for 6 weeks. Patients also receive vincristine sulfate intravenously (IV) over 1 minute once weekly for 6 weeks. Six weeks after completion of chemoradiotherapy, patients proceed to maintenance therapy, 2) Maintenance Therapy: Patients receive cisplatin IV over 6 hours on day 1, vincristine sulfate IV over 1 minute on days 1 and 8, and cyclophosphamide IV over 1 hour on days 2 and 3. Patients also receive filgrastim subcutaneously (SC) or IV beginning on day 4 and continuing until blood counts recover (at least 10 days). Treatment repeats every 28 days for a total of 6 courses in the absence of disease progression or unacceptable toxicity.",,,,
PD,,,,,,ACNS0332:Arm B (Carboplatin),"Patients randomized with the following course sequence: 1) Chemoradiotherapy: Patients receive vincristine sulfate and undergo radiation therapy as in Arm I. Patients also receive carboplatin IV over 15 minutes on each day of radiation therapy. Six weeks after completion of chemoradiotherapy, patients proceed to maintenance therapy, 2) Maintenance Therapy: Patients receive maintenance therapy as in Arm I.",,,,
PD,,,,,,ACNS0332:Arm C (Isotretinoin),"Patients randomized with the following course sequence: 1) Chemoradiotherapy: Patients undergo chemoradiotherapy as in Arm I. Six weeks after completion of chemoradiotherapy, patients proceed to maintenance therapy, 2) Maintenance Therapy: Patients receive isotretinoin orally (PO) twice daily (BID) on day 1 and days 16-28 and cisplatin, vincristine sulfate, cyclophosphamide, and filgrastim as in Arm I maintenance therapy. Treatment repeats every 28 days for a total of 6 courses in the absence of disease progression or unacceptable toxicity. Patients then proceed to continuation therapy, 3) Continuation Therapy: Patients receive isotretinoin PO BID on days 15-28 every 28 days for up to 6 courses in the absence of disease progression or unacceptable toxicity.",,,,
PD,,,,,,ACNS0332:Arm D (Carboplatin and Isotretinoin),"Patients randomized with the following course sequence: 1) Chemoradiotherapy: Patients undergo chemoradiotherapy as in Arm II. Six weeks after completion of chemoradiotherapy, patients proceed to maintenance therapy, 2) Maintenance Therapy: Patients receive maintenance therapy as in Arm III. Patients then proceed to continuation therapy, 3) Continuation Therapy: Patients receive continuation therapy as in Arm III.",,,,
PD,,,,,,"ACNS0333:Arm I (Chemotherapy, Autologous PBSC, 3D-CRT)","Patients are not randomized for treatment in the following courses sequence: 1) Patients receive vincristine IV on days 1, 8, and 15; high-dose methotrexate IV on day 1; leucovorin calcium orally or IV; etoposide IV on days 4, 5, and 6; cyclophosphamide IV on days 4 and 5; cisplatin IV on day 6, and G-CSF IV or SC on day 7 until ANC recovers (Chemotherapy), 2) Within 2-6 weeks after induction therapy or radiation therapy, patients receive high-dose carboplatin IV and high-dose thiotepa IV on days 1 and 2 and undergo autologous peripheral blood stem cells (PBSC) rescue on approximately day 4, 3) After consolidation therapy, patients undergo 3D-CRT to the brain (and the spine if needed) 5 days a week for 5-6 weeks.",,,,
PD,,,,,,"ACNS0333:Arm II (Chemotherapy, 3D-CRT, Autologous PBSC)","Patients are not randomized for treatment in the following courses sequence: 1) Chemotherapy: Patients receive vincristine IV on days 1, 8, and 15; high-dose methotrexate IV on day 1; leucovorin calcium orally or IV; etoposide IV on days 4, 5, and 6; cyclophosphamide IV on days 4 and 5; cisplatin IV on day 6, and G-CSF IV or SC on day 7 until ANC recovers, 2) Patients undergo 3D-CRT to the brain (and the spine if needed) 5 days a week for 5-6 weeks, 3) Within 2-6 weeks after completion of radiation therapy, patients receive high-dose carboplatin IV and high-dose thiotepa IV on days 1 and 2 and undergo autologous peripheral blood stem cells (PBSC) rescue on approximately day 4. Patients also receive G-CSF IV or SC once daily until ANC recovers. Treatment repeats every 28 days for 3 courses in the absence of disease progression or unacceptable toxicity.",,,,
PD,,,,,,"ACNS0334:Arm A (Induction+Consolidation Chemotherapy, Autologous PBSC)","Patients randomized with the following course sequence: 1) Induction: Patients receive vincristine sulfate IV on days 1, 8, and 15; etoposide IV over 1 hour on days 1-3; cyclophosphamide IV over 1 hour on days 1 and 2; cisplatin IV over 6 hours on day 3. Treatment repeats every 3 weeks for 3 courses, 2) Consolidation Chemotherapy: Patients receive consolidation therapy comprising carboplatin IV over 2 hours and thiotepa IV over 2 hours on days 1 and 2 and filgrastim (G-CSF) IV or SC beginning on day 5 and continuing until blood counts recover. 3) Patients also receive autologous PBSC IV on day 4. Treatment repeats every 4 weeks for 3 courses in the absence of disease progression or unacceptable toxicity.",,,,
PD,,,,,,"ACNS0334:Arm B (Induction+Consolidation Chemotherapy, Autologous PBSC)","Patients randomized with the following course sequence: 1) Induction: Patients receive vincristine sulfate IV on days 1, 8, and 15; high-dose methotrexate IV over 4 hours on day 1; and leucovorin calcium IV or orally every 6 hours beginning on day 2 and continuing until methotrexate levels are in a safe range. Patients then receive etoposide IV over 1 hour on approximately days 4, 5, and 6, cyclophosphamide IV over 1 hour on approximately days 4 and 5, and cisplatin IV over 6 hours on approximately day 6. Treatment repeats every 3 weeks for 3 courses, 2) Consolidation Chemotherapy: Patients receive consolidation therapy comprising carboplatin IV over 2 hours and thiotepa IV over 2 hours on days 1 and 2 and filgrastim (G-CSF) IV or SC beginning on day 5 and continuing until blood counts recover, 3) Patients also receive autologous PBSC IV on day 4. Treatment repeats every 4 weeks for 3 courses in the absence of disease progression or unacceptable toxicity.",,,,
PD,,,,,,HIT-SIOP PNET 4: Standard Fractionation Regimen,"Patients randomized with the following course sequence: 1) 1.8 Gy daily, 5 fractions per week, 2) Cranio-spinal axis: 23.4 Gy in 13 fractions of 1.8 Gy, 3) Posterior fossa: 30.6 Gy in 17 fractions of 1.8 Gy",,,New PD,
PD,,,,,,HIT-SIOP PNET 4: Hyperfractionated radiotherapy,"Patients randomized with the following course sequence: 1) 1 Gy b.d. (minimum interval between fractions 8 hours). 10 fractions per week, 2) Craniospinal axis: 36 Gy in 36 fractions of 1 Gy, 3) Posterior fossa: 24 Gy in 24 fractions of 1 Gy, 4) Tumour Bed: 8 Gy in 8 fractions of 1 Gy",,,New PD,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,AGE_AT_TXASSIGN,Integer,"3 - contributors shouldn’t prioritize inclusion, but can include if resources are available",The age (in days) when the subject was assigned to a treatment arm.,ncit:C175529,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_ENROLLMENT,Integer,"1 - contributors must include, regardless of the resource cost",The age (in days) when the subject enrolled in the study.,ncit:C168843,_undefined_,_undefined_,_undefined_,,,
VD,ENROLLED_STATUS,Enum,2 - contributors should prioritize inclusion if resources are available,"This variable indicates if the subject was enrolled in the study, or if the subject was not enrolled in the study but received treatment per the study's protocol.",ncit:C168928,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Enrolled,The study subject is enrolled.,ncit:C142715,,,
PD,,,,,,Not Enrolled,The study subject is not enrolled.,ncit:C168929,,,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,DATA_SOURCE,Enum,"1 - contributors must include, regardless of the resource cost","Source of information collected in the course of a clinical trial, specifically used to differentiate between data as collected versus data that are derived or calculated.",ncit:C16493,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Registry,"Observational studies which include an organized system that uses observational methods to collect uniform data (clinical and other) prospectively for a population defined by a particular disorder/disease, condition (including susceptibility to a disorder), or exposure (including products, health care services, and/or procedures) and that serves a predetermined scientific, clinical, or policy purpose. Patient registries may be single purpose or on-going data collection programs that address one or more questions. (AHRQ)",ncit:C129000,,,
PD,,,,,,Therapeutic Trial,"A clinical study that involves administering of exposure to the agent/agents to subjects with particular disease to elucidate the most appropriate treatment for a specific medical condition, or to prolong or improve the patient's life.",ncit:C39536,,,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,EFS_CENSOR_STATUS,Enum,2 - contributors should prioritize inclusion if resources are available,"The status of individuals in a study when their outcome (event occurrence or time to event) is censored or not censored at the time of analysis or data collection. Censoring occurs when an individual has not experienced the event of interest by the end of the study period or at the time of data analysis, often because they were lost to follow-up, withdrew from the study, or the study ended before the event could occur. In event-free survival analysis, these censored individuals are included in the analysis up to the point of censoring and are essential for estimating survival probabilities and analyzing the time to events.",,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Censored,The status of a participant or subject in a study whose event or outcome of interest has not yet occurred or has not been observed within the study's follow-up period. Censoring occurs when the event of interest has not happened to a participant by the end of the study or when they are lost to follow-up before the event occurs.,ncit:C118962,,,
PD,,,,,,Not Censored,"The patient has experienced the event of interest within the study period and has reached the endpoint being evaluated, such as disease progression, relapse, recurrence, or death, and their time to event can be accurately recorded and analyzed.",,,,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,AGE_AT_CENSOR_STATUS,Integer,2 - contributors should prioritize inclusion if resources are available,The age (in days) of the subject at the time of the event censor status.,,_undefined_,_undefined_,_undefined_,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Protocol,,,,,,,,,,
TD,Time Period,,,,,,,,,,
TG,One row per subject per time period type,,,,,,,,,,
